,text,label
32198,"I remember vacationing in Florida when this movie aired. I had set up my VCR to record it. The anticipation was killing me. I had known about the movie ever since it was announced some half a year earlier. We came back from Florida 4 days after the movie aired, and I immediately watched it. I tried as hard as I could to like it, but I didn't.<br /><br />I am a HUGE 3 stooges fan. And as such I know quite a bit about them. So it wasn't like I was expecting to learn anything from the movie, and I didn't. I was more interested with the portrayals and seeing how accurate their information was. There were many things wrong with this film. The actors, the script, the reenactments, ALL could have been much better.<br /><br />Paul Ben-Victor is a tremendously talented actor. But let's face facts, Moe Howard was WAY out of his reach. He doesn't look like him, he doesn't sound like him, and thus, he can't act like him. Michael Chiklis is also very talented, but his portrayal of Curly didn't quite score with me, although when Curly becomes ill he did very well at that. John Kassir's portrayal of Shemp could've been rehearsed better. It was more of a bad impression than a portrayal. Worst of all was Joe Besser. They made him skinny, and more annoying than he really was. It was just plain laziness. I don't like the Joe shorts, because, as the movie illustrates he hardly EVER got hit. But he wasn't that annoying, and DEFINATELY wasn't that thin. The best performance belongs to Evan Handler. He had the most accurate stooge portrayal. The problem with Larry's character, his hair is WAY too frizzy and WAY too red. I know that's too technical, so I won't count that on my list of why I didn't like this movie.<br /><br />Back to Shemp, who just so happens to be my favorite stooge. He is written as a whining, quivering, chicken. True, he had many phobias, but he wasn't that bad. He didn't leave the group initially because he was afraid of Ted Healy, although he didn't like him, Shemp left because he received an offer from another studio that he simply couldn't turn down. Instead of the truth, this movie chooses to make him wet the bed, on Larry no less, run into a closet, and shamefully bow out of the group. Another problem is that Shemp made nearly as many Columbia shorts as Curly did as a stooge, but only one, Fright Night, which was his first short, is shown. His career was almost completely ignored. Plus, lousy editing caused a terrible and most unforgivable error. Shemp was born in early 1895, and died in late 1955. That would make him how old at death? Well, here's a hint, it's not 59 as the movie states.<br /><br />Now for the writing, which I think was flawed only because this movie was rushed out. Some of the lines are dumb and could be developed and/or introduced much better than they were. The one line that really got me was at the very end of the film, when Moe is showing the promoter how the eyepoke is done.<br /><br />""That's how we do it, make contact with the brow bone, not the eyes, looks real on film though."" this line was poorly written and poorly placed in the film. It's meant to be one of those lines that make the audience say OH! In amazement and I'm sure it did with some people, but the very end of the movie was not the place for this line. A better place you ask? How about when they show up at Columbia for the first time and are introduced to the sound effects machine. I know initially there was no sound for the eyepoke, but Moe for instance could have said, ""What about this?"" and eyepokes Curly or Larry. Jules White then says ""Are you okay?"" or ""How'd you do that?"" There were a lot of misplaced lines in this film which is a clear sign that the script was rushed out. Another one involves the origin of the name Shemp, although that one isn't as bad, and so I will let that one slide.<br /><br />What does this film do well? It illustrates how the stooges were screwed by Columbia, which they were. I'm not sure if Moe was an errand boy, but that was the kind of dramatization stuff that is meant to get the viewer sympathizing with them. I know this film was a dramatization. I know not everything is going to be crisp and clean and absolutely perfect. However some of the stuff they made up and the real stuff that they ignored were in serious conflict with each other. For instance Curly's stroke is not even close to the way it happened in real life. I know, I know, dramatization, but the purpose of dramatizations is to make real events more dramatic. Curly's stroke in real life is more dramatic than what they showed in the movie. Here's what really happened. Curly was sitting in a chair off screen while a scene was being shot, they called him for the final pie fight scene but there was no response. Moe went to go get him and discovered his little brother head slumped, half paralyzed, unable to speak, and tears streaming down his face. Moe then said ""Babe?"" and tried to help him out of his chair. Poor Curly drops to his knees. Then the ambulance was called.<br /><br />All in all, this movie wasn't terrible, but it certainly wasn't good, or even OK. This film portrays the stooges helplessly and inaccurately and sometimes goes overboard with dramatizations. There is a very, VERY long list of inaccuracies in this film. If you don't believe me, check out a fella named Stooge's list at the threestooges.com news forum. It is about a page and a half long. Some things in the movie I can let slide. But others were unforgivable. The Three Stooges were geniuses, and a lot of today's comedy is based off of what they did. Don't believe me? Check out the Simpsons, and more so Ren & Stimpy. But this film fails to capture their genius. It more so inaccurately captures their hardships, which is important, but if the title of the film is gonna be the Three Stooges, it has to portray their ingenuity and originality more than anything.",0
20284,"While browsing the internet for previous sale prices, I ran across these comments. Why are they all so serious? It's just a movie and it's not pornographic. I acquired this short film from my parents 30 years ago and have always been totally delighted with it. I've shown it to many of my friends & they all loved it too. I feel privileged to own this original 1932 8mm black and white silent film of Shirley before she became popular or well known. After reading the other comments, I agree that the film is ""racy"". Big deal! I only wish it was longer. It seems that I must be the only person who owns one of these originals, for sale at least, so I wonder how much it's worth?",1
19879,"Discovery Channel/Animal Planet must be ashamed of themselves. This Fantasy is modeled after the ""Walking with Dinosuars"" series. Even though this is 100% fantasy it is presented in the same factual and archaeological way. Even mixing the fantasy dragons with T-rexs and the extinction of the dinos. Added to being shown on an educational channel instead of say Sci-Fi it gives an air of factual authenticity to this show.<br /><br />On its own the show is about an 7.5/10 far as entertainment goes. But the way in which it is presented I have to give it a 1/10. Don't get me wrong I have no problem with fantasy but they way they put this out is so wrong. I can really see young kids and slow adults believing that they did find a dragon and that this is real.<br /><br />I also think this weakens the great ""Walking with Dinosuars"" series because now you have to view that with a mind of how much is fantasy on that mini-series.",0
27913,"This movie was to me a fairly enjoyable watch, I mean it wasn't great but it was one of the better horror movies of late. It seems to have been low, almost state benefit budget size but it has it's charms like the lovely ladies in it. The atmosphere was good also (which is what is missing froma hell of a lot of horror movies these days). The acting was your typical 80's low budget affair, that being in case you don't know is that it is ""dud"" acting. But that is what Lucio Fulci's movies were full of, they like this movie had atmosphere what they were lacking in storyline and money etc. They more than made up for in the horror & gore & atmosphere for the movie it's self.<br /><br />It is just a typical low budget horror movie that is watchable, I watched it all the way and I love horror movies. I've seen movies where I just turn off within 10 to 20 minutes or sit and fast forward it if it's on video, or skip scene's on the DVD. This movie didn't make me want to do that, I sat and watched it all the way to the end, without wanting to skip parts.<br /><br />I would have liked it however if the zombie type folk in this were a little more scarier as they were about as scary as having Freddy Kreuger as your babysitter, not. But seriously though if they were a little better it would have been low budget perfection, maybe.<br /><br />The music in this movie was top notch stuff, ideal horror music so it was. I've seen horror movies where the music is good or average but it could have been better, thank goodness though this movie didn't have nay of the Metal music in it.<br /><br />I've been a die-hard Metal fan since 1990 but in horror movies metal music spoils it, the movie looses atmosphere a lot when any type of music other than a score is playing. So i'm glad there was no music in this movie other than just your typical score which was rather creepy, well done.<br /><br />It could have use ""Profane Grace - Epitaph Of Shattered Dreams"" on it though. As it is keyboard music no guitars no nothing except ""really"" creepy keyboard tracks. Like track one ""Forever Sleep"" you hear the wind blowing all the way through it and some goose bump inducing keyboard music that follows it. Ever track on that cd is the same, ideal horror music at it's best, it would have suited this movie perfectly.<br /><br />The only unattractive chick in the movie to me was the one who got chibbed/killed (or so we are led to believe) and hung up as a scarecrow, only to get free and try to escape later. Every other woman in the movie was lovely indeed, a big 9 out of 10 for them all except the one I mentioned above.<br /><br />I wish that Hollywood (mainstream side of things) would give money to Romero and the guy who made this movie. As giving it to them for movies is way better a decision made than giving it to a goon muppet called Paul Anderson of the ""resident evil"" mince.<br /><br />Well done guys, it is not bad, not bad at all, I loved the part at the end credits when they kept showing you clips of them making the movie (behind the scene's) Not many movies do this kind of thing, which I thought added a little to the movie, as it also showed you some outtakes of sorts and that's always a good thing if you ask me.<br /><br />Rating for this movie 8/10, rating for the lovely ladies in the movie 9/10, rating for the atmosphere in the movie 9/10, rating for the score for the film 9.5/10.",1
26335,"The storyline of The Milkwoman is a simple one of unrequited love that despite the passing of decades still remains strong. Now 50 years old, Minako Obha (Yuko Tanaka) lives alone and works two jobs  one as a checkout clerk in a supermarket, the other as a milklady, doing her daily round on the hills of Nagasaki. One of her stops is at the house of Kaita Takanashi (Ittoku Kishibe), a government official who tends to his terminally ill wife Yoko (Akiko Nishina). Minako and Kaita used to see each other as school children, but after the death of Minako's mother and Kaita's father, who it seems were having an affair together, their own relationship was destroyed. Lying in her sick bed, Yoko knows however that her husband's feelings for the milklady aren't completely gone and, for the sake of Kaita after she has died, she attempts to engineer a means of bringing them back together.<br /><br />While the story might be simple, the emotions it deals with and the means by which it expresses them is really where the heart and beauty of the film lie. The film takes its time to show the simple daily routines of each of the characters, their actions being recorded by an old lady who is writing their story for a book while looking after her own husband who is showing signs of dementia. In the process it depicts the social circumstances of people from different ways of life, how they interact with each other on a daily basis, how relationships form, and how past and present can collide. The director handles this marvellously with a strong structure and visual style. It's only later in the film that the story starts to follow a more conventional and inevitably melodramatic path, as if it is indeed being constructed to fit the narrative structure of the book that is being written. It's all validated by the emotional depths the film touches, represented most effectively in the exceptional performance of Yuko Tanaka.",1
47963,"I loved this movie. Not because of the romantic story lines between women, but for the visualization of human strength, despair, and liberation. This film is a must see. Entertaining! Emotional! Captivating! All the characters are very well written and portrayed by some very talented actors. This story is a story of self discovery and sexual awakening. A journey of the mind, body and soul. You find yourself identifying with the characters and at some points, even the storyline. <br /><br />I do have to say that I recommend watching the movie first, then read the book. If you read the book first, you will be slightly disappointed. The screenplay adaption cut out a lot and some things were changed. Some for the better and some for the worst.",1
47697,"This was the stupidest movie I have ever seen in my life. It is a complete waste of money and time. I went to see this movie with my friends and when the movie was over not a single person in the movie theater- not that there was a lot of people there to see this terrible movie- said ""wow what a good movie."" Someone actually walked out! It was absolutely terrible! It was disgusting and I hated every minute of it. My friend was putting her head in my shoulder towards the end because after the scene with Rick on the ceiling peeing, she had had enough. It was not funny at all. Believe me I went with 11 other girls and not one of my friends liked it. It was ridiculous! I've seen many movies but this was absolutely the worst! I mean a scene in the movie is with an old man making out with a dead person in a coffin. I just can't make up these things.",0
31770,"What a travesty of movie ratings injustice - a 2.1 on the IMDb scale as I write this. Folks, this is a lot closer to a 3.0, I'll even go out on a limb and say 4.0 where I've put it. Come on - how can you have a movie about a net of static electricity surrounding the earth and alien amorphic cell structures, and not give it at least a 4.0 for creativity? Then you've got all that great dialog like - ""Dave, look at the composition of this mud."" You know, I don't think they ever got back to that mud. No matter, this is the kind of flick that 'Z' movie diehards live for, and I can now rest easy. Actually, I saw this quite a few years ago without the proper appreciation for it, along with Corman titles like ""Attack of the Giant Leeches "" and ""The Wasp Woman"". I don't know what the fascination might be, but to quote a character from the film - ""Whatever it is, it works fast!""<br /><br />Back to that alien amorphic cell structure - I liked the idea of a third element competing against your standard red and white blood cells. When astronaut John Corcoran (Michael Emmet) returned from the dead, I had visions of a scene that might have been a precursor to 1979's ""Alien"", but that was not to be. Instead, budget restrictions limit the picture to a de-feathered Big Bird knock off, even though that concept was still almost a decade away. Who knows where one idea leaves off and picks up with another? <br /><br />Look, this is not that bad. Not that good, but not that bad. Anytime you can hook up crash landing astronauts with alien beings committed to taking over the Earth, you've got a winning combination. Throw in the cheesy monster factor and you're on your way. Just remember - ""A wounded animal that large isn't good"".",0
467,"A police officer (Robert Forster) in a crime ridden city has his wife attacked and young son killed after she dares to stand up to a thug at a petrol station. After the murderers get off scot-free thanks to a corrupt judge and he himself is jailed for 30 days for contempt of court, he decides to take matters into his own hands by joining a group of vigilantes led by a grizzled looking Fred Williamson. These Robin Hood types sort out any criminal that the law is unwilling to prosecute, and with their help he attempts to track down those that wronged him..<br /><br />This film is nothing but a big bag o'clichés. The only thing out of the ordinary is the on-screen slaying of a two year old boy, which was pretty sick. Otherwise it's business as usual for this genre e.g involves lots of car chases, beatings and shootings mixed in with plenty of male posturing. I could have done without the prison fight in the shower involving all those bare-a**ed inmates, though. Also, did they run out of money before filming the last scenes? I mention this because it ends very abruptly with little closure. If anyone knows, give me a bell.. actually, don't bother.<br /><br />To conclude: File under ""Forgettable Nonsense"". Next..",0
16414,"Shintarô Katsu gained tons of fame playing the wonderful character, Zatoichi. The Zatoichi films had a weird and unbelievable concept--a blind guy is the greatest swordsman in Japan and spends each movie righting wrongs and exacting retribution on evil doers. He's a heck of a nice guy and the films are exciting and addictive (I've actually seen every movie). It is because of this I saw this final installment of the Hanzo the Razor series, as I assumed it would be very similar....and boy was I wrong! It turns out that the Hanzo films are extremely sexual in nature and they also promote the rape of ""women who deserve it"". You see, Hanzo is a policeman from the Meiji period and he regularly takes evil women into custody and interrogates them by violently raping them with his ""penis of steel"". How he made his member so strong is something you have to see to believe, but it certainly is NOT for the squeamish.<br /><br />Overall, I just can't recommend anyone sees these violent and misogynistic films. However, from looking at the other reviews, I can see that they are still very popular...and that is pretty scary. Despite some decent acting and amazing fight scenes, the films just are like brain pollution--and I'd hate to imagine how the films might have contributed to violence towards women.",0
38489,"This film had everything i need in a film: - Women, skateboarding, violence, music by H.I.M and Tony Hawk!!! the artwork and camera effects in this film is amazing. The music in this film is the best I've heard in any other film. Each track goes so well with its scene. I thought the acting was really good considering none of Bams crew have been in scripted films before. Although the whole concept of the film is the story of Ryan Dunn and his girlfriend (Glauren) who is sleeping with Hellboy behind his back is a predictable and age old story. They way its acted out is very unpredictable, for example: Falcone and the gas tank, Raab Himself, Dunn breaking bottles behind the wawa and all the Don Vito scenes. This films is a must see!",1
1458,"I'm probably not giving this movie a fair shake, as I was unable to watch all of it. Perhaps if I'd seen it in a theater, in its original presentation, I might have appreciated it, but it's far too slow-moving for me.<br /><br />I read the book some 25 years ago and the details of the plot have faded from memory. This did not help the film, as it's something less than vivid and clear in its presentation of events.<br /><br />This is really four linked films, or a film in four parts, and was, I believe, intended to be seen over four nights in a theatrical presentation. I found Part I to be enjoyable enough, but it was all I could do to sit through Part II, which drags interminably. Reading Tolstoy's philosophizing is one thing. If you get a good translation or can read it in the original, his brilliant writing far outweighs any issues one might have with the pace of the story. On film, however, it's hard to reproduce without being ponderous.<br /><br />I have other issues with the parts of the film that I saw. It's very splashy, with a lot of hey-ma-look-at-this camera work that calls attention to itself, instead of serving to advance the story.<br /><br />Clearly, I'm missing something, but I just couldn't summon the enthusiasm to crank up parts III and IV.",0
33590,"It is OK movie if it would be done by high school kids for their friends. It is way below limits be called ""professional"". There isn't plot, no actors' play and visual looks like you see it through the plastic film. I was so glad that I have FF button on my remote, 32x worked really well. I understand that everyone need to start somewhere, but it shouldn't be reason to bring it to the public. If you have concerns about quality and budget - ""Open water"" was made on $60000 and more than half went to the guy who provided the security in the ocean and trained sharks. And that movie looks 100 times more professional and it was an event in the indy film-making.",0
9238,"Start with the script. I have seen cartoons with more depth than ""Envy"". Anytime characters keep repeating what you have already seen, and was not funny the first time, a movie is in deep trouble, which ""Envy"" certainly is. A movie that relies on one joke had better have somewhere to go with it. Here we have a film that goes absolutely nowhere. Christopher Walken especially would like to forget this bomb, because his character is so weak. Ben Stiller has been in some pretty good black comedies, ""Flirting With Disaster"", and ""Duplex"", immediately come to mind. Be certain that ""Envy"" is not a black comedy. There are no double meanings, just total nonsense. ""Envy"" deserves it's low rating, because like it's subject matter, it stinks. - MERK",0
4136,"Meek, tiny, almost insignificant. Polanski finds the invisibility of his characters and makes something enormous out of it. In front and behind the camera he creates one of the most uncomfortable masterpieces I had the pleasure to see and see and see again. It never let's me down. People, even people who know me pretty well, thought/think there was/is something wrong with me, based on my attraction, or I should say, devotion for ""Le Locataire"" They may be right, I don't know but there is something irresistibly enthralling within Polanski's darkness and I haven't even mentioned the humor. The mystery surrounding the apartment and the previous tenant, the mystery that takes over him and, naturally, us, me. That building populated by great old Academy Award winners: Melvyn Douglas, Shelley Winters, Jo Van Fleet, Lila Kedrova. For anyone who loves movies, this is compulsory viewing. One, two, three, many, many viewings.",1
46022,"I saw this movie at the Locarno Film Festival in Italian-speaking part of Switzerland.<br /><br />Aishwarya Rai is good-looking.<br /><br />I rate this movie 7/10 because of its nice moments.<br /><br />* spoilers ahead *<br /><br />It has some really nice cinematic moments in it, specially at the end.<br /><br />Though my general feeling is this is too long (over 2 hours and 40 minutes) and containing too much dialogs. And nearly no dancing at all.<br /><br />Clearly a Bollywood movie like Lagaan or Devdas is quite a different kind of movie compared with Chokher Bali.",1
14158,"I got to say that Uma Thurman is the sexiest woman on the planet. this movie was uber cute and I mean uber cute. It had all the ""sex"" content that most Ivan Reitman comedies have but with something a lil extra, CHEMISTRY. Uma and Luke both have this awkrawrd but believable chemistry that seem to transcend in each scene . Both seem to create this odd, twisted and interesting relationship with powerful ""sexual"" tension that you laugh until you can't feel your face anymore. Anna Farris and the rest of the supporting cast seem to play off each other's roles perfectly and even Wanda Sykes' rather small role will keep you laughing. Though these kind of comedies aren't for everybody, but I have to say I went with a person that doesn't usually enjoy these films and he was laughing like crazy. This movie is certainly not for everyone. especially younger children since some moments are little too...well lets say ADULT for younger viewers. All in all I was pleasantly surprised by this movie, tough the ending I found was a little weak compared to the rest of the film. (3 1/2* out of 5*)",1
20645,"Return to Cabin by the Lake is Perhaps one of The Few Sequels that Can Live up to The Original. It Had Black Humor, Good Suspense, Nice Looking Girls, and Of Course, a Psycho Killer. What are We Missing? I Think Nothing. Except we Are Left with a Small Amount of Gore and Nudity because It Was Made for Television. Besides Being one Of The Best Sequels, it is one of The Best Thrillers to Watch as a Family. Recommended for Everyone.",1
20576,"<br /><br />I saw The Glacier Fox in the theatre when I was nine years old - I bugged my parents to take me back three times. I began looking for it on video about five years ago, finally uncovering a copy on an online auction site, but I would love to see it either picked up by a new distributor and rereleased (I understand the original video run was small), or have the rights purchased by The Family Channel, Disney, etc. and shown regularly. It is a fascinating film that draws you into the story of the life struggle of a family of foxes in northern Japan, narrated by a wise old tree. The excellent soundtrack compliments the film well. It would be a good seller today, better than many of the weak offerings to children's movies today.",1
35012,"How to qualify this film, simply HORRIBLE. It is badly done with poor dialogues, Reeves played as bad as ever and Cameron Diaz competed with him. Do not waste your time watching such a film although a big waste of money has already occurred to make the film.",0
